questionKey,examId,examKind,examTitle,examShortLabel,category,series,questionNumber,sectionTitle,sectionMaterialText,promptRaw,promptDisplay,answerText,answerType,choiceOptionsText,uiMode,questionFormat,hasBlank,hasUnderline,promptMissing,requiresImageReference,imageReferences,questionImage,surfaceMode,sourceFormat,sourceFile,answerKeyFile,parseStatus,parseIssues
writing-bricks-writing-50-1-test-bricks-writing-50-l1-pdf::Q15,writing-bricks-writing-50-1-test-bricks-writing-50-l1-pdf,other,Bricks Writing 50 L1 중간평가,Bricks Writing 50-1 Test / Bric...,Writing,Bricks Writing 50-1 Test,15,Correct and rewrite the sentences.,"Ilikechicken.
______________________________________________________________________________________",Correct and rewrite: It is a pink duck.,Correct and rewrite: It is a pink duck.,It is a yellow duck.,short_text,,,서답형/Correct and rewrite the sentences.,False,False,False,False,assets/exam-previews/writing-bricks-writing-50-1-test-bricks-writing-50-l1-pdf/page-1.png | assets/exam-previews/writing-bricks-writing-50-1-test-bricks-writing-50-l1-pdf/page-2.png,,text_only,pdf,Writing/Bricks Writing 50-1 Test/Bricks Writing 50_L1_중간평가.pdf,,good,
writing-bricks-writing-50-2-test-bricks-writing-50-l2-final-test-pdf::Q1,writing-bricks-writing-50-2-test-bricks-writing-50-l2-final-test-pdf,final,Bricks Writing 50 L2 Final Test,Bricks Writing 50-2 Test / Bric...,Writing,Bricks Writing 50-2 Test,1,"Look, choose, and write.","boil
basketball
snorkel
eggplants
collect seashells
crawling",,,snorkel,multiple_choice_word,boil | basketball | snorkel | eggplants | collect seashells | crawling,image_choice,"선택형/image_choice/Look, choose, and write.",False,False,False,False,assets/exam-previews/writing-bricks-writing-50-2-test-bricks-writing-50-l2-final-test-pdf/page-1.png | assets/exam-previews/writing-bricks-writing-50-2-test-bricks-writing-50-l2-final-test-pdf/page-2.png,,text_only,pdf,Writing/Bricks Writing 50-2 Test/Bricks Writing 50_L2_Final Test.pdf,,good,
writing-bricks-writing-50-2-test-bricks-writing-50-l2-final-test-pdf::Q2,writing-bricks-writing-50-2-test-bricks-writing-50-l2-final-test-pdf,final,Bricks Writing 50 L2 Final Test,Bricks Writing 50-2 Test / Bric...,Writing,Bricks Writing 50-2 Test,2,"Look, choose, and write.","boil
basketball
snorkel
eggplants
collect seashells
crawling",,,crawling,multiple_choice_word,boil | basketball | snorkel | eggplants | collect seashells | crawling,image_choice,"선택형/image_choice/Look, choose, and write.",False,False,False,False,assets/exam-previews/writing-bricks-writing-50-2-test-bricks-writing-50-l2-final-test-pdf/page-1.png | assets/exam-previews/writing-bricks-writing-50-2-test-bricks-writing-50-l2-final-test-pdf/page-2.png,,text_only,pdf,Writing/Bricks Writing 50-2 Test/Bricks Writing 50_L2_Final Test.pdf,,good,
writing-bricks-writing-50-2-test-bricks-writing-50-l2-final-test-pdf::Q3,writing-bricks-writing-50-2-test-bricks-writing-50-l2-final-test-pdf,final,Bricks Writing 50 L2 Final Test,Bricks Writing 50-2 Test / Bric...,Writing,Bricks Writing 50-2 Test,3,"Look, choose, and write.","boil
basketball
snorkel
eggplants
collect seashells
crawling",,,collect seashells,multiple_choice_word,boil | basketball | snorkel | eggplants | collect seashells | crawling,image_choice,"선택형/image_choice/Look, choose, and write.",False,False,False,False,assets/exam-previews/writing-bricks-writing-50-2-test-bricks-writing-50-l2-final-test-pdf/page-1.png | assets/exam-previews/writing-bricks-writing-50-2-test-bricks-writing-50-l2-final-test-pdf/page-2.png,,text_only,pdf,Writing/Bricks Writing 50-2 Test/Bricks Writing 50_L2_Final Test.pdf,,good,
writing-bricks-writing-50-2-test-bricks-writing-50-l2-final-test-pdf::Q4,writing-bricks-writing-50-2-test-bricks-writing-50-l2-final-test-pdf,final,Bricks Writing 50 L2 Final Test,Bricks Writing 50-2 Test / Bric...,Writing,Bricks Writing 50-2 Test,4,"Look, choose, and write.","boil
basketball
snorkel
eggplants
collect seashells
crawling",,,boil,multiple_choice_word,boil | basketball | snorkel | eggplants | collect seashells | crawling,image_choice,"선택형/image_choice/Look, choose, and write.",False,False,False,False,assets/exam-previews/writing-bricks-writing-50-2-test-bricks-writing-50-l2-final-test-pdf/page-1.png | assets/exam-previews/writing-bricks-writing-50-2-test-bricks-writing-50-l2-final-test-pdf/page-2.png,,text_only,pdf,Writing/Bricks Writing 50-2 Test/Bricks Writing 50_L2_Final Test.pdf,,good,
writing-bricks-writing-50-2-test-bricks-writing-50-l2-final-test-pdf::Q5,writing-bricks-writing-50-2-test-bricks-writing-50-l2-final-test-pdf,final,Bricks Writing 50 L2 Final Test,Bricks Writing 50-2 Test / Bric...,Writing,Bricks Writing 50-2 Test,5,"Look, choose, and write.","boil
basketball
snorkel
eggplants
collect seashells
crawling",,,eggplants,multiple_choice_word,boil | basketball | snorkel | eggplants | collect seashells | crawling,image_choice,"선택형/image_choice/Look, choose, and write.",False,False,False,False,assets/exam-previews/writing-bricks-writing-50-2-test-bricks-writing-50-l2-final-test-pdf/page-1.png | assets/exam-previews/writing-bricks-writing-50-2-test-bricks-writing-50-l2-final-test-pdf/page-2.png,,text_only,pdf,Writing/Bricks Writing 50-2 Test/Bricks Writing 50_L2_Final Test.pdf,,good,
writing-bricks-writing-50-2-test-bricks-writing-50-l2-final-test-pdf::Q6,writing-bricks-writing-50-2-test-bricks-writing-50-l2-final-test-pdf,final,Bricks Writing 50 L2 Final Test,Bricks Writing 50-2 Test / Bric...,Writing,Bricks Writing 50-2 Test,6,"Look, choose, and write.","boil
basketball
snorkel
eggplants
collect seashells
crawling",,,basketball,multiple_choice_word,boil | basketball | snorkel | eggplants | collect seashells | crawling,image_choice,"선택형/image_choice/Look, choose, and write.",False,False,False,False,assets/exam-previews/writing-bricks-writing-50-2-test-bricks-writing-50-l2-final-test-pdf/page-1.png | assets/exam-previews/writing-bricks-writing-50-2-test-bricks-writing-50-l2-final-test-pdf/page-2.png,,text_only,pdf,Writing/Bricks Writing 50-2 Test/Bricks Writing 50_L2_Final Test.pdf,,good,
writing-bricks-writing-50-2-test-bricks-writing-50-l2-final-test-pdf::Q7,writing-bricks-writing-50-2-test-bricks-writing-50-l2-final-test-pdf,final,Bricks Writing 50 L2 Final Test,Bricks Writing 50-2 Test / Bric...,Writing,Bricks Writing 50-2 Test,7,"Look, circle, and write.","She likes _____________________________________________________________________.
coffee and bread / bread and cheese",She likes _________.,She likes _________.,bread and cheese,multiple_choice_word,coffee and bread | bread and cheese,,"선택형/빈칸/Look, circle, and write.",True,True,False,False,assets/exam-previews/writing-bricks-writing-50-2-test-bricks-writing-50-l2-final-test-pdf/page-1.png | assets/exam-previews/writing-bricks-writing-50-2-test-bricks-writing-50-l2-final-test-pdf/page-2.png,,text_only,pdf,Writing/Bricks Writing 50-2 Test/Bricks Writing 50_L2_Final Test.pdf,,good,
writing-bricks-writing-50-2-test-bricks-writing-50-l2-final-test-pdf::Q8,writing-bricks-writing-50-2-test-bricks-writing-50-l2-final-test-pdf,final,Bricks Writing 50 L2 Final Test,Bricks Writing 50-2 Test / Bric...,Writing,Bricks Writing 50-2 Test,8,"Look, circle, and write.","She likes _____________________________________________________________________.
coffee and bread / bread and cheese",They are _________ now.,They are _________ now.,stretching,multiple_choice_word,swinging | stretching,,"선택형/빈칸/Look, circle, and write.",True,True,False,False,assets/exam-previews/writing-bricks-writing-50-2-test-bricks-writing-50-l2-final-test-pdf/page-1.png | assets/exam-previews/writing-bricks-writing-50-2-test-bricks-writing-50-l2-final-test-pdf/page-2.png,,text_only,pdf,Writing/Bricks Writing 50-2 Test/Bricks Writing 50_L2_Final Test.pdf,,good,
writing-bricks-writing-50-2-test-bricks-writing-50-l2-final-test-pdf::Q9,writing-bricks-writing-50-2-test-bricks-writing-50-l2-final-test-pdf,final,Bricks Writing 50 L2 Final Test,Bricks Writing 50-2 Test / Bric...,Writing,Bricks Writing 50-2 Test,9,"Look, circle, and write.","She likes _____________________________________________________________________.
coffee and bread / bread and cheese",She will _________ this summer.,She will _________ this summer.,watch insects,multiple_choice_word,watch insects | surf,,"선택형/빈칸/Look, circle, and write.",True,True,False,False,assets/exam-previews/writing-bricks-writing-50-2-test-bricks-writing-50-l2-final-test-pdf/page-1.png | assets/exam-previews/writing-bricks-writing-50-2-test-bricks-writing-50-l2-final-test-pdf/page-2.png,,text_only,pdf,Writing/Bricks Writing 50-2 Test/Bricks Writing 50_L2_Final Test.pdf,,good,
writing-bricks-writing-50-2-test-bricks-writing-50-l2-final-test-pdf::Q10,writing-bricks-writing-50-2-test-bricks-writing-50-l2-final-test-pdf,final,Bricks Writing 50 L2 Final Test,Bricks Writing 50-2 Test / Bric...,Writing,Bricks Writing 50-2 Test,10,"Look, circle, and write the sentences.","There are / is carrots.
______________________________________________________________________________________",Correct the sentence: There are / is carrots.,Correct the sentence: There are / is carrots.,There are carrots.,short_text,,,"서답형/Look, circle, and write the sentences.",False,False,False,False,assets/exam-previews/writing-bricks-writing-50-2-test-bricks-writing-50-l2-final-test-pdf/page-1.png | assets/exam-previews/writing-bricks-writing-50-2-test-bricks-writing-50-l2-final-test-pdf/page-2.png,,text_only,pdf,Writing/Bricks Writing 50-2 Test/Bricks Writing 50_L2_Final Test.pdf,,good,
writing-bricks-writing-50-2-test-bricks-writing-50-l2-final-test-pdf::Q11,writing-bricks-writing-50-2-test-bricks-writing-50-l2-final-test-pdf,final,Bricks Writing 50 L2 Final Test,Bricks Writing 50-2 Test / Bric...,Writing,Bricks Writing 50-2 Test,11,"Look, circle, and write the sentences.","There are / is carrots.
______________________________________________________________________________________",Correct the sentence: Chops / Chop the vegetables.,Correct the sentence: Chops / Chop the vegetables.,Chop the vegetables.,short_text,,,"서답형/Look, circle, and write the sentences.",False,False,False,False,assets/exam-previews/writing-bricks-writing-50-2-test-bricks-writing-50-l2-final-test-pdf/page-1.png | assets/exam-previews/writing-bricks-writing-50-2-test-bricks-writing-50-l2-final-test-pdf/page-2.png,,text_only,pdf,Writing/Bricks Writing 50-2 Test/Bricks Writing 50_L2_Final Test.pdf,,good,
writing-bricks-writing-50-2-test-bricks-writing-50-l2-final-test-pdf::Q12,writing-bricks-writing-50-2-test-bricks-writing-50-l2-final-test-pdf,final,Bricks Writing 50 L2 Final Test,Bricks Writing 50-2 Test / Bric...,Writing,Bricks Writing 50-2 Test,12,"Look, circle, and write the sentences.","There are / is carrots.
______________________________________________________________________________________",Correct the sentence: She will hike / will hikes next week.,Correct the sentence: She will hike / will hikes next week.,She will hike next week.,short_text,,,"서답형/Look, circle, and write the sentences.",False,False,False,False,assets/exam-previews/writing-bricks-writing-50-2-test-bricks-writing-50-l2-final-test-pdf/page-1.png | assets/exam-previews/writing-bricks-writing-50-2-test-bricks-writing-50-l2-final-test-pdf/page-2.png,,text_only,pdf,Writing/Bricks Writing 50-2 Test/Bricks Writing 50_L2_Final Test.pdf,,good,
writing-bricks-writing-50-2-test-bricks-writing-50-l2-final-test-pdf::Q13,writing-bricks-writing-50-2-test-bricks-writing-50-l2-final-test-pdf,final,Bricks Writing 50 L2 Final Test,Bricks Writing 50-2 Test / Bric...,Writing,Bricks Writing 50-2 Test,13,Correct and rewrite the sentences.,"She likes bread jam.
______________________________________________________________________________________",Correct and rewrite: She likes bread jam.,Correct and rewrite: She likes bread jam.,She likes bread and jam.,short_text,,,서답형/Correct and rewrite the sentences.,False,False,False,False,assets/exam-previews/writing-bricks-writing-50-2-test-bricks-writing-50-l2-final-test-pdf/page-1.png | assets/exam-previews/writing-bricks-writing-50-2-test-bricks-writing-50-l2-final-test-pdf/page-2.png,,text_only,pdf,Writing/Bricks Writing 50-2 Test/Bricks Writing 50_L2_Final Test.pdf,,good,
writing-bricks-writing-50-2-test-bricks-writing-50-l2-final-test-pdf::Q14,writing-bricks-writing-50-2-test-bricks-writing-50-l2-final-test-pdf,final,Bricks Writing 50 L2 Final Test,Bricks Writing 50-2 Test / Bric...,Writing,Bricks Writing 50-2 Test,14,Correct and rewrite the sentences.,"She likes bread jam.
______________________________________________________________________________________",Correct and rewrite: He is throw now.,Correct and rewrite: He is throw now.,He is throwing now.,short_text,,,서답형/Correct and rewrite the sentences.,False,False,False,False,assets/exam-previews/writing-bricks-writing-50-2-test-bricks-writing-50-l2-final-test-pdf/page-1.png | assets/exam-previews/writing-bricks-writing-50-2-test-bricks-writing-50-l2-final-test-pdf/page-2.png,,text_only,pdf,Writing/Bricks Writing 50-2 Test/Bricks Writing 50_L2_Final Test.pdf,,good,
writing-bricks-writing-50-2-test-bricks-writing-50-l2-final-test-pdf::Q15,writing-bricks-writing-50-2-test-bricks-writing-50-l2-final-test-pdf,final,Bricks Writing 50 L2 Final Test,Bricks Writing 50-2 Test / Bric...,Writing,Bricks Writing 50-2 Test,15,Correct and rewrite the sentences.,"She likes bread jam.
______________________________________________________________________________________",Correct and rewrite: He like to play soccer.,Correct and rewrite: He like to play soccer.,He likes to play soccer.,short_text,,,서답형/Correct and rewrite the sentences.,False,False,False,False,assets/exam-previews/writing-bricks-writing-50-2-test-bricks-writing-50-l2-final-test-pdf/page-1.png | assets/exam-previews/writing-bricks-writing-50-2-test-bricks-writing-50-l2-final-test-pdf/page-2.png,,text_only,pdf,Writing/Bricks Writing 50-2 Test/Bricks Writing 50_L2_Final Test.pdf,,good,
writing-bricks-writing-50-2-test-bricks-writing-50-l2-pdf::Q1,writing-bricks-writing-50-2-test-bricks-writing-50-l2-pdf,other,Bricks Writing 50 L2 중간평가,Bricks Writing 50-2 Test / Bric...,Writing,Bricks Writing 50-2 Test,1,"Look, choose, and write.","hungry
exercise
mechanic
walk
nervous
grapes",,,mechanic,multiple_choice_word,hungry | exercise | mechanic | walk | nervous | grapes,image_choice,"선택형/image_choice/Look, choose, and write.",False,False,False,False,assets/exam-previews/writing-bricks-writing-50-2-test-bricks-writing-50-l2-pdf/page-1.png | assets/exam-previews/writing-bricks-writing-50-2-test-bricks-writing-50-l2-pdf/page-2.png,,text_only,pdf,Writing/Bricks Writing 50-2 Test/Bricks Writing 50_L2_중간평가.pdf,,good,
writing-bricks-writing-50-2-test-bricks-writing-50-l2-pdf::Q2,writing-bricks-writing-50-2-test-bricks-writing-50-l2-pdf,other,Bricks Writing 50 L2 중간평가,Bricks Writing 50-2 Test / Bric...,Writing,Bricks Writing 50-2 Test,2,"Look, choose, and write.","hungry
exercise
mechanic
walk
nervous
grapes",,,hungry,multiple_choice_word,hungry | exercise | mechanic | walk | nervous | grapes,image_choice,"선택형/image_choice/Look, choose, and write.",False,False,False,False,assets/exam-previews/writing-bricks-writing-50-2-test-bricks-writing-50-l2-pdf/page-1.png | assets/exam-previews/writing-bricks-writing-50-2-test-bricks-writing-50-l2-pdf/page-2.png,,text_only,pdf,Writing/Bricks Writing 50-2 Test/Bricks Writing 50_L2_중간평가.pdf,,good,
writing-bricks-writing-50-2-test-bricks-writing-50-l2-pdf::Q3,writing-bricks-writing-50-2-test-bricks-writing-50-l2-pdf,other,Bricks Writing 50 L2 중간평가,Bricks Writing 50-2 Test / Bric...,Writing,Bricks Writing 50-2 Test,3,"Look, choose, and write.","hungry
exercise
mechanic
walk
nervous
grapes",,,nervous,multiple_choice_word,hungry | exercise | mechanic | walk | nervous | grapes,image_choice,"선택형/image_choice/Look, choose, and write.",False,False,False,False,assets/exam-previews/writing-bricks-writing-50-2-test-bricks-writing-50-l2-pdf/page-1.png | assets/exam-previews/writing-bricks-writing-50-2-test-bricks-writing-50-l2-pdf/page-2.png,,text_only,pdf,Writing/Bricks Writing 50-2 Test/Bricks Writing 50_L2_중간평가.pdf,,good,
writing-bricks-writing-50-2-test-bricks-writing-50-l2-pdf::Q4,writing-bricks-writing-50-2-test-bricks-writing-50-l2-pdf,other,Bricks Writing 50 L2 중간평가,Bricks Writing 50-2 Test / Bric...,Writing,Bricks Writing 50-2 Test,4,"Look, choose, and write.","hungry
exercise
mechanic
walk
nervous
grapes",,,grapes,multiple_choice_word,hungry | exercise | mechanic | walk | nervous | grapes,image_choice,"선택형/image_choice/Look, choose, and write.",False,False,False,False,assets/exam-previews/writing-bricks-writing-50-2-test-bricks-writing-50-l2-pdf/page-1.png | assets/exam-previews/writing-bricks-writing-50-2-test-bricks-writing-50-l2-pdf/page-2.png,,text_only,pdf,Writing/Bricks Writing 50-2 Test/Bricks Writing 50_L2_중간평가.pdf,,good,
writing-bricks-writing-50-2-test-bricks-writing-50-l2-pdf::Q5,writing-bricks-writing-50-2-test-bricks-writing-50-l2-pdf,other,Bricks Writing 50 L2 중간평가,Bricks Writing 50-2 Test / Bric...,Writing,Bricks Writing 50-2 Test,5,"Look, choose, and write.","hungry
exercise
mechanic
walk
nervous
grapes",,,exercise,multiple_choice_word,hungry | exercise | mechanic | walk | nervous | grapes,image_choice,"선택형/image_choice/Look, choose, and write.",False,False,False,False,assets/exam-previews/writing-bricks-writing-50-2-test-bricks-writing-50-l2-pdf/page-1.png | assets/exam-previews/writing-bricks-writing-50-2-test-bricks-writing-50-l2-pdf/page-2.png,,text_only,pdf,Writing/Bricks Writing 50-2 Test/Bricks Writing 50_L2_중간평가.pdf,,good,
writing-bricks-writing-50-2-test-bricks-writing-50-l2-pdf::Q6,writing-bricks-writing-50-2-test-bricks-writing-50-l2-pdf,other,Bricks Writing 50 L2 중간평가,Bricks Writing 50-2 Test / Bric...,Writing,Bricks Writing 50-2 Test,6,"Look, choose, and write.","hungry
exercise
mechanic
walk
nervous
grapes",,,walk,multiple_choice_word,hungry | exercise | mechanic | walk | nervous | grapes,image_choice,"선택형/image_choice/Look, choose, and write.",False,False,False,False,assets/exam-previews/writing-bricks-writing-50-2-test-bricks-writing-50-l2-pdf/page-1.png | assets/exam-previews/writing-bricks-writing-50-2-test-bricks-writing-50-l2-pdf/page-2.png,,text_only,pdf,Writing/Bricks Writing 50-2 Test/Bricks Writing 50_L2_중간평가.pdf,,good,
writing-bricks-writing-50-2-test-bricks-writing-50-l2-pdf::Q7,writing-bricks-writing-50-2-test-bricks-writing-50-l2-pdf,other,Bricks Writing 50 L2 중간평가,Bricks Writing 50-2 Test / Bric...,Writing,Bricks Writing 50-2 Test,7,"Look, circle, and write.",We have ______________________________________________ today.,We have _________ today.,We have _________ today.,music class,multiple_choice_word,math class | music class,,"선택형/빈칸/Look, circle, and write.",True,True,False,False,assets/exam-previews/writing-bricks-writing-50-2-test-bricks-writing-50-l2-pdf/page-1.png | assets/exam-previews/writing-bricks-writing-50-2-test-bricks-writing-50-l2-pdf/page-2.png,,text_only,pdf,Writing/Bricks Writing 50-2 Test/Bricks Writing 50_L2_중간평가.pdf,,good,
writing-bricks-writing-50-2-test-bricks-writing-50-l2-pdf::Q8,writing-bricks-writing-50-2-test-bricks-writing-50-l2-pdf,other,Bricks Writing 50 L2 중간평가,Bricks Writing 50-2 Test / Bric...,Writing,Bricks Writing 50-2 Test,8,"Look, circle, and write.",We have ______________________________________________ today.,He is a _________.,He is a _________.,firefighter,multiple_choice_word,florist | firefighter,,"선택형/빈칸/Look, circle, and write.",True,True,False,False,assets/exam-previews/writing-bricks-writing-50-2-test-bricks-writing-50-l2-pdf/page-1.png | assets/exam-previews/writing-bricks-writing-50-2-test-bricks-writing-50-l2-pdf/page-2.png,,text_only,pdf,Writing/Bricks Writing 50-2 Test/Bricks Writing 50_L2_중간평가.pdf,,good,
writing-bricks-writing-50-2-test-bricks-writing-50-l2-pdf::Q9,writing-bricks-writing-50-2-test-bricks-writing-50-l2-pdf,other,Bricks Writing 50 L2 중간평가,Bricks Writing 50-2 Test / Bric...,Writing,Bricks Writing 50-2 Test,9,"Look, circle, and write.",We have ______________________________________________ today.,She _________ every morning.,She _________ every morning.,reads,multiple_choice_word,talks | reads,,"선택형/빈칸/Look, circle, and write.",True,True,False,False,assets/exam-previews/writing-bricks-writing-50-2-test-bricks-writing-50-l2-pdf/page-1.png | assets/exam-previews/writing-bricks-writing-50-2-test-bricks-writing-50-l2-pdf/page-2.png,,text_only,pdf,Writing/Bricks Writing 50-2 Test/Bricks Writing 50_L2_중간평가.pdf,,good,
writing-bricks-writing-50-2-test-bricks-writing-50-l2-pdf::Q10,writing-bricks-writing-50-2-test-bricks-writing-50-l2-pdf,other,Bricks Writing 50 L2 중간평가,Bricks Writing 50-2 Test / Bric...,Writing,Bricks Writing 50-2 Test,10,"Look, circle, and write the sentences.",______________________________________________________________________________________,Correct the sentence: We / She have social studies class.,Correct the sentence: We / She have social studies class.,She has social studies class.,short_text,,,"서답형/Look, circle, and write the sentences.",False,False,False,False,assets/exam-previews/writing-bricks-writing-50-2-test-bricks-writing-50-l2-pdf/page-1.png | assets/exam-previews/writing-bricks-writing-50-2-test-bricks-writing-50-l2-pdf/page-2.png,,text_only,pdf,Writing/Bricks Writing 50-2 Test/Bricks Writing 50_L2_중간평가.pdf,,good,
writing-bricks-writing-50-2-test-bricks-writing-50-l2-pdf::Q11,writing-bricks-writing-50-2-test-bricks-writing-50-l2-pdf,other,Bricks Writing 50 L2 중간평가,Bricks Writing 50-2 Test / Bric...,Writing,Bricks Writing 50-2 Test,11,"Look, circle, and write the sentences.",______________________________________________________________________________________,Correct the sentence: He can / can't kick.,Correct the sentence: He can / can't kick.,He can kick.,short_text,,,"서답형/Look, circle, and write the sentences.",False,False,False,False,assets/exam-previews/writing-bricks-writing-50-2-test-bricks-writing-50-l2-pdf/page-1.png | assets/exam-previews/writing-bricks-writing-50-2-test-bricks-writing-50-l2-pdf/page-2.png,,text_only,pdf,Writing/Bricks Writing 50-2 Test/Bricks Writing 50_L2_중간평가.pdf,,good,
writing-bricks-writing-50-2-test-bricks-writing-50-l2-pdf::Q12,writing-bricks-writing-50-2-test-bricks-writing-50-l2-pdf,other,Bricks Writing 50 L2 중간평가,Bricks Writing 50-2 Test / Bric...,Writing,Bricks Writing 50-2 Test,12,"Look, circle, and write the sentences.",______________________________________________________________________________________,Correct the sentence: He studies / studys every afternoon.,Correct the sentence: He studies / studys every afternoon.,He studies every afternoon.,short_text,,,"서답형/Look, circle, and write the sentences.",False,False,False,False,assets/exam-previews/writing-bricks-writing-50-2-test-bricks-writing-50-l2-pdf/page-1.png | assets/exam-previews/writing-bricks-writing-50-2-test-bricks-writing-50-l2-pdf/page-2.png,,text_only,pdf,Writing/Bricks Writing 50-2 Test/Bricks Writing 50_L2_중간평가.pdf,,good,
writing-bricks-writing-50-2-test-bricks-writing-50-l2-pdf::Q13,writing-bricks-writing-50-2-test-bricks-writing-50-l2-pdf,other,Bricks Writing 50 L2 중간평가,Bricks Writing 50-2 Test / Bric...,Writing,Bricks Writing 50-2 Test,13,Correct and rewrite the sentences.,"He is a police officer
______________________________________________________________________________________",Correct and rewrite: He is a police officer,Correct and rewrite: He is a police officer,He is a police officer.,short_text,,,서답형/Correct and rewrite the sentences.,False,False,False,False,assets/exam-previews/writing-bricks-writing-50-2-test-bricks-writing-50-l2-pdf/page-1.png | assets/exam-previews/writing-bricks-writing-50-2-test-bricks-writing-50-l2-pdf/page-2.png,,text_only,pdf,Writing/Bricks Writing 50-2 Test/Bricks Writing 50_L2_중간평가.pdf,,good,
writing-bricks-writing-50-2-test-bricks-writing-50-l2-pdf::Q14,writing-bricks-writing-50-2-test-bricks-writing-50-l2-pdf,other,Bricks Writing 50 L2 중간평가,Bricks Writing 50-2 Test / Bric...,Writing,Bricks Writing 50-2 Test,14,Correct and rewrite the sentences.,"He is a police officer
______________________________________________________________________________________",Correct and rewrite: Theyre excited.,Correct and rewrite: Theyre excited.,They're excited.,short_text,,,서답형/Correct and rewrite the sentences.,False,False,False,False,assets/exam-previews/writing-bricks-writing-50-2-test-bricks-writing-50-l2-pdf/page-1.png | assets/exam-previews/writing-bricks-writing-50-2-test-bricks-writing-50-l2-pdf/page-2.png,,text_only,pdf,Writing/Bricks Writing 50-2 Test/Bricks Writing 50_L2_중간평가.pdf,,good,
writing-bricks-writing-50-2-test-bricks-writing-50-l2-pdf::Q15,writing-bricks-writing-50-2-test-bricks-writing-50-l2-pdf,other,Bricks Writing 50 L2 중간평가,Bricks Writing 50-2 Test / Bric...,Writing,Bricks Writing 50-2 Test,15,Correct and rewrite the sentences.,"He is a police officer
______________________________________________________________________________________",Correct and rewrite: She wants peachs.,Correct and rewrite: She wants peachs.,She wants peaches.,short_text,,,서답형/Correct and rewrite the sentences.,False,False,False,False,assets/exam-previews/writing-bricks-writing-50-2-test-bricks-writing-50-l2-pdf/page-1.png | assets/exam-previews/writing-bricks-writing-50-2-test-bricks-writing-50-l2-pdf/page-2.png,,text_only,pdf,Writing/Bricks Writing 50-2 Test/Bricks Writing 50_L2_중간평가.pdf,,good,
writing-the-best-writing-starter-1-test-tbw-starter-1-final-test-final-pdf::Q1,writing-the-best-writing-starter-1-test-tbw-starter-1-final-test-final-pdf,final,TBW Starter 1 Final Test final,The Best Writing Starter 1 Test...,Writing,The Best Writing Starter 1 Test,1,Look and write.,,,,closet,short_text,,,서답형/Look and write.,False,False,True,True,assets/exam-previews/writing-the-best-writing-starter-1-test-tbw-starter-1-final-test-final-pdf/page-1.png | assets/exam-previews/writing-the-best-writing-starter-1-test-tbw-starter-1-final-test-final-pdf/page-2.png | assets/exam-previews/writing-the-best-writing-starter-1-test-tbw-starter-1-final-test-final-pdf/page-3.png | assets/exam-previews/writing-the-best-writing-starter-1-test-tbw-starter-1-final-test-final-pdf/page-4.png,assets/question-crops/writing-the-best-writing-starter-1-test-tbw-starter-1-final-test-final-pdf/q01.png,question_crop,pdf,Writing/The Best Writing Starter 1 Test/TBW Starter 1_Final Test_final.pdf,Writing/The Best Writing Starter 1 Test/TBW Starter 1_Final Test_Answer Key.pdf,good,
writing-the-best-writing-starter-1-test-tbw-starter-1-final-test-final-pdf::Q2,writing-the-best-writing-starter-1-test-tbw-starter-1-final-test-final-pdf,final,TBW Starter 1 Final Test final,The Best Writing Starter 1 Test...,Writing,The Best Writing Starter 1 Test,2,Look and write.,,,,pool,short_text,,,서답형/Look and write.,False,False,True,True,assets/exam-previews/writing-the-best-writing-starter-1-test-tbw-starter-1-final-test-final-pdf/page-1.png | assets/exam-previews/writing-the-best-writing-starter-1-test-tbw-starter-1-final-test-final-pdf/page-2.png | assets/exam-previews/writing-the-best-writing-starter-1-test-tbw-starter-1-final-test-final-pdf/page-3.png | assets/exam-previews/writing-the-best-writing-starter-1-test-tbw-starter-1-final-test-final-pdf/page-4.png,,page_reference,pdf,Writing/The Best Writing Starter 1 Test/TBW Starter 1_Final Test_final.pdf,Writing/The Best Writing Starter 1 Test/TBW Starter 1_Final Test_Answer Key.pdf,good,
writing-the-best-writing-starter-1-test-tbw-starter-1-final-test-final-pdf::Q3,writing-the-best-writing-starter-1-test-tbw-starter-1-final-test-final-pdf,final,TBW Starter 1 Final Test final,The Best Writing Starter 1 Test...,Writing,The Best Writing Starter 1 Test,3,Look and write.,,,,a small chin,short_text,,,서답형/Look and write.,False,False,True,True,assets/exam-previews/writing-the-best-writing-starter-1-test-tbw-starter-1-final-test-final-pdf/page-1.png | assets/exam-previews/writing-the-best-writing-starter-1-test-tbw-starter-1-final-test-final-pdf/page-2.png | assets/exam-previews/writing-the-best-writing-starter-1-test-tbw-starter-1-final-test-final-pdf/page-3.png | assets/exam-previews/writing-the-best-writing-starter-1-test-tbw-starter-1-final-test-final-pdf/page-4.png,,page_reference,pdf,Writing/The Best Writing Starter 1 Test/TBW Starter 1_Final Test_final.pdf,Writing/The Best Writing Starter 1 Test/TBW Starter 1_Final Test_Answer Key.pdf,good,
